NPD_WELL_BORE_NAME,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_CHOKE_SIZE_P,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL,TIME,OIL_RATE,GAS_RATE,WAT_RATE,WAT_CUT
15/9-F-1 C,24,289.4213617,106.353209,182.0593119,43.34345125,107.3620498,37.93925125,78.93540896,631.47,90439.09,0,2425,631.47,90439.09,0,0
15/9-F-1 C,24,270.2397929,107.643779,171.0527821,47.16752313,99.18701083,60.75657938,70.62710938,1166.46,165720.39,0,2426,1166.46,165720.39,0,0
15/9-F-1 C,24,262.8427475,107.8692342,168.2419773,47.73231021,94.60077021,63.04679979,66.04915063,1549.81,221707.31,0,2427,1549.81,221707.31,0,0
15/9-F-1 C,24,255.5269952,107.9711371,165.5389031,48.53376875,89.98809208,64.54722917,61.40538625,1248.7,178063.52,0,2428,1248.7,178063.52,0,0
15/9-F-1 C,24,247.1990521,108.0520302,162.4222417,49.84450229,84.77681042,65.72369375,56.14790646,1345.78,192602.19,0,2429,1345.78,192602.19,0,0
15/9-F-1 C,24,240.7364169,108.053804,159.8990198,50.29698188,80.83739708,66.93373229,52.20174708,1349.56,194496.27,0,2430,1349.56,194496.27,0,0
15/9-F-1 C,24,235.0209315,108.0416365,157.68322,50.73587854,77.33771146,67.84834792,48.70758354,1345.61,192899.71,0,2431,1345.61,192899.71,0,0
15/9-F-1 C,24,232.7437104,107.9878069,156.7948931,50.11391979,75.94881729,65.70691917,47.37571458,1279.46,184900.31,0,2432,1279.46,184900.31,0,0
15/9-F-1 C,24,233.2977779,107.893239,157.179385,48.92679021,76.11839292,62.79564396,47.61060354,1225.62,177107.86,0,2433,1225.62,177107.86,0,0
15/9-F-1 C,24,231.0888975,107.8769223,156.3989777,48.93862896,74.68991979,62.37683438,46.19584333,1212.9,174608.88,0,2434,1212.9,174608.88,0,0
15/9-F-1 C,24,231.4190052,107.8168792,156.6902379,48.30370458,74.72876729,60.74731563,46.15029979,1074.04,154870.67,0,2435,1074.04,154870.67,0,0
15/9-F-1 C,24,230.7655452,107.7954671,156.6059667,48.17349875,74.15957854,60.62793438,45.73272292,1044.17,147929.93,0,2436,1044.17,147929.93,0,0
15/9-F-1 C,24,230.5958319,107.7643154,156.6876044,47.46608792,73.9082275,58.27902167,45.491345,970.2,139378.45,0,2437,970.2,139378.45,0,0
15/9-F-1 C,24,229.4236769,107.7797317,156.4292629,47.84001958,72.99441396,54.9047225,44.54851,946.12,136980.49,0,2438,946.12,136980.49,0,0
15/9-F-1 C,24,225.9024775,107.8602202,154.9508602,49.00558229,70.95161729,58.88281146,42.44995396,1002.83,144950.15,0,2439,1002.83,144950.15,0,0
15/9-F-1 C,24,225.7683488,107.8381654,155.0585358,47.92039958,70.70981292,57.42564229,42.04893854,925.31,135000.24,0,2440,925.31,135000.24,0,0
15/9-F-1 C,24,225.6869227,107.8210481,155.1419023,47.29694771,70.54502042,57.65595813,41.15918896,913.86,127564.51,0,2441,913.86,127564.51,0,0
15/9-F-1 C,13.83334,227.7978385,107.5994552,156.852217,29.13358708,70.94562144,55.95530239,41.74523021,176.8,24322.7,0,2442,306.7372016,42198.39894,0,0
15/9-F-1 C,24,226.0609148,107.68369,155.1649715,48.13438479,70.89594333,57.37377854,41.90457979,944.19,52162.58,0,2443,944.19,52162.58,0,0
15/9-F-1 C,24,225.0966854,107.8364519,155.1616188,47.49388729,69.93506667,58.02433354,41.48348958,823.41,117731.72,0,2444,823.41,117731.72,0,0
15/9-F-1 C,24,226.0226927,107.7716665,155.7965058,46.93359,70.22618688,56.88541625,41.80654479,769.01,111238.01,0,2445,769.01,111238.01,0,0
15/9-F-1 C,24,226.9049951,107.7174732,156.5767672,46.33519896,70.32822792,54.25530875,41.925575,740.8,107144.4,0,2446,740.8,107144.4,0,0
15/9-F-1 C,24,225.5762498,107.7414348,156.2037677,45.16208958,69.37248208,54.99535708,40.98107625,713.24,102880.55,0,2447,713.24,102880.55,0,0
15/9-F-1 C,24,225.892599,107.7093587,156.8256413,46.31644396,69.06695771,48.59812458,40.65059896,743.83,106745.44,0,2448,743.83,106745.44,0,0
15/9-F-1 C,24,225.7007979,107.7102342,157.1079439,46.34614208,68.59285396,48.37775479,40.13814,736.09,104864.02,0,2449,736.09,104864.02,0,0
15/9-F-1 C,24,223.6025104,107.7776923,156.3464044,47.08721125,67.25610604,53.92077354,38.83985208,782.88,110078.32,0,2450,782.88,110078.32,0,0
15/9-F-1 C,24,220.1019623,107.8890296,154.6951013,47.76980688,65.40686104,53.83151333,36.99008688,834.68,117387.58,0,2451,834.68,117387.58,0,0
15/9-F-1 C,24,220.4904389,107.8604229,155.1761033,47.13594875,65.31433563,55.75360792,36.90605083,788.8,109517.37,0,2452,788.8,109517.37,0,0
15/9-F-1 C,24,220.1538669,107.8586483,155.2375104,47.14246875,64.91635646,55.62812438,36.50938479,783.06,109362.2,0,2453,783.06,109362.2,0,0
15/9-F-1 C,24,220.065894,107.8514819,155.3745823,46.52459083,64.69131167,52.23639667,36.28085813,743.77,104993.12,0,2454,743.77,104993.12,0,0
15/9-F-1 C,24,219.9826219,107.8523675,155.5467583,46.2889975,64.43586354,53.66113229,36.01890375,735.41,107115.77,0,2455,735.41,107115.77,0,0
15/9-F-1 C,24,219.862926,107.8672185,155.5720744,46.28422688,64.29085167,49.05298021,35.87307688,742.89,108079.03,93.31,2456,742.89,108079.03,93.31,0.111588137
15/9-F-1 C,24,219.9229906,107.88298,155.7527385,46.24215792,64.17025208,54.6906875,35.75070979,746.54,108387.02,100.42,2457,746.54,108387.02,100.42,0.118565221
15/9-F-1 C,24,219.9771025,107.9027877,155.9044442,46.26167729,64.07265833,55.23116438,35.67131292,750.57,105809.71,101.01,2458,750.57,105809.71,101.01,0.11861481
15/9-F-1 C,24,219.9737753,107.9207115,156.0433947,46.26510667,63.93038063,55.10252792,35.52891688,727.26,106514.13,86.62,2459,727.26,106514.13,86.62,0.106428466
15/9-F-1 C,24,219.9804752,107.9364623,156.2432608,46.22633333,63.73721438,55.31121938,35.33483833,715.5,105800.29,91.08,2460,715.5,105800.29,91.08,0.112921223
15/9-F-1 C,24,219.2666673,107.4447102,155.7155754,46.21500313,63.55109188,55.50823313,35.15549521,695.01,102249.56,76.96,2461,695.01,102249.56,76.96,0.099692993
15/9-F-1 C,24,220.0071804,107.962041,156.5494629,46.21505771,63.4577175,56.17083688,35.05228625,698.77,102823.5,77.13,2462,698.77,102823.5,77.13,0.09940714
15/9-F-1 C,24,220.0002602,107.9736133,156.6649654,46.23157229,63.33529479,55.85169313,34.92387833,704.08,103977.99,77.96,2463,704.08,103977.99,77.96,0.099687995
15/9-F-1 C,24,219.9935135,107.9850456,156.7834871,46.2074025,63.21002646,55.59603083,34.79286458,715.93,105761.32,78.99,2464,715.93,105761.32,78.99,0.09936849
15/9-F-1 C,24,220.0057371,107.9938465,156.8641125,46.264785,63.14162458,55.96349938,34.72635521,724.21,107035.76,80.08,2465,724.21,107035.76,80.08,0.099566077
15/9-F-1 C,22,221.3284255,107.82458,157.5383218,41.71340021,63.79010374,50.77397001,35.35194578,459.83,68263.31,46.21,2466,501.6327273,74469.06545,50.41090909,0.091316892
15/9-F-1 C,24,220.2404871,107.9648231,157.8678438,46.19318771,62.37264333,53.04666854,33.94682958,715.1,104865.93,80.7,2467,715.1,104865.93,80.7,0.101407389
15/9-F-1 C,24,221.2676344,107.9609263,159.4510652,46.15730521,61.81656917,53.73631604,33.38708375,706.8,104234.1,79.73,2468,706.8,104234.1,79.73,0.101369306
15/9-F-1 C,24,221.0446502,107.9726341,158.7582231,47.04156521,62.28642712,54.24461231,33.84168293,677.29,99517.49,90.57,2469,677.29,99517.49,90.57,0.117951189
15/9-F-1 C,24,220.7497946,107.9868056,157.6742254,47.20269938,63.07556917,56.53423396,34.64576292,690.38,99850.49,92.18,2470,690.38,99850.49,92.18,0.117792885
15/9-F-1 C,24,220.6401408,107.9941088,157.2783048,47.19410729,63.36183604,56.61542146,34.93372958,694.3,100306.26,92.07,2471,694.3,100306.26,92.07,0.11708229
15/9-F-1 C,24,220.5040504,108.0027125,157.1845935,47.15202438,63.31945688,52.05115938,34.89152063,690.7,99959.04,91.25,2472,690.7,99959.04,91.25,0.116695441
15/9-F-1 C,19.5,221.4505145,107.7572596,159.1132395,38.97891146,62.33727499,53.55922413,34.67029967,238.45,34915.85,28.15,2473,293.4769231,42973.35385,34.64615385,0.105588897
15/9-F-1 C,24,220.8516923,107.9907535,158.0745015,46.51253229,62.77719083,54.48615333,34.35168188,647.11,95262.3,84.88,2474,647.11,95262.3,84.88,0.115957868
15/9-F-1 C,24,218.4147123,108.0652742,156.6851638,47.81520792,61.72954854,54.29534729,33.31382708,745.92,108793.22,94.23,2475,745.92,108793.22,94.23,0.112158543
15/9-F-1 C,24,215.496859,108.1393608,155.5592152,48.72777375,59.93764375,61.56102708,31.52928333,804.85,116554.82,101.88,2476,804.85,116554.82,101.88,0.112359798
15/9-F-1 C,24,214.8232281,108.1351992,154.6851579,48.26391688,60.13807021,62.32717875,31.73943792,818.89,120308.03,56.75,2477,818.89,120308.03,56.75,0.064809739
15/9-F-1 C,24,215.8325408,108.1047831,155.5977854,48.00591375,60.23475542,59.58440688,31.83577875,781.21,115374.09,54.32,2478,781.21,115374.09,54.32,0.065012627
15/9-F-1 C,24,214.8773206,108.1138042,154.9577083,48.04032458,59.91961229,60.77416125,31.54426646,786.16,116058.03,54.55,2479,786.16,116058.03,54.55,0.064885632
15/9-F-1 C,24,215.3808217,108.0876473,155.3331052,47.74037104,60.04771646,59.44494813,31.67064,757.43,111152.61,51.84,2480,757.43,111152.61,51.84,0.064057731
15/9-F-1 C,24,216.1187333,108.0671969,155.9784248,47.62397167,60.14030854,58.60716667,31.76317396,726.5,107050.89,50.67,2481,726.5,107050.89,50.67,0.065198091
15/9-F-1 C,24,215.9838338,108.0656283,156.1969967,47.63986458,59.78683708,58.66236833,31.39954438,723.96,106456.63,51.3,2482,723.96,106456.63,51.3,0.066171349
15/9-F-1 C,24,215.8180619,108.0664827,156.3784408,47.60717375,59.43962104,57.54992875,31.0531575,715.28,105827.77,52.96,2483,715.28,105827.77,52.96,0.068936791
15/9-F-1 C,24,215.5788163,108.0726596,156.4881817,47.58517292,59.09063458,58.44586688,30.70362938,710.62,104860.95,50.87,2484,710.62,104860.95,50.87,0.066803241
15/9-F-1 C,24,215.3038696,108.0788815,156.5992733,47.61119583,58.70459625,58.70271771,30.31302813,708.04,104155.82,50.48,2485,708.04,104155.82,50.48,0.066550651
15/9-F-1 C,24,214.949325,108.0845692,156.7134777,47.61982083,58.23584729,58.41832583,29.84628417,702.73,102417.8,51.7,2486,702.73,102417.8,51.7,0.068528558
15/9-F-1 C,24,214.85795,108.0868008,157.3936419,47.65973229,57.46430813,57.88280729,28.77957938,695.74,102284.59,51.69,2487,695.74,102284.59,51.69,0.069156978
15/9-F-1 C,24,214.8972902,108.0798713,157.9893402,47.6279225,56.90795,57.34990542,28.51912688,658.27,96651.98,94.65,2488,658.27,96651.98,94.65,0.125710567
15/9-F-1 C,24,214.8219072,108.0835777,157.9465629,46.567545,56.87534438,58.00721583,28.4768975,576.35,85082.22,79.35,2489,576.35,85082.22,79.35,0.121015708
15/9-F-1 C,16.58333,219.558993,107.4473542,158.5811764,44,60.97781654,49.15179839,35.12292091,369.83,55419.55,51.46,2490,535.2314644,80205.19401,74.47478884,0.122148639
15/9-F-1 C,23.83333,217.2517372,107.6349057,162.7894178,44.37510354,54.4623194,50.51060779,26.03160116,418.45,63214.18,59.2,2491,421.3762827,63656.24611,59.61399435,0.123940124
15/9-F-1 C,24,215.0927583,108.07768,160.7659508,47.05341229,54.3268075,55.68809958,25.90273146,588.96,88192.51,91.66,2492,588.96,88192.51,91.66,0.134671329
15/9-F-1 C,24,215.258875,108.0992949,160.1968302,46.83165625,55.06204479,55.97037813,26.64596542,571.88,85616.39,81.73,2493,571.88,85616.39,81.73,0.125043986
15/9-F-1 C,24,215.3508152,108.1079081,160.2115002,45.82783458,55.139315,56.00588,26.72682125,512.52,76979.08,71.37,2494,512.52,76979.08,71.37,0.122231927
15/9-F-1 C,24,215.3846883,108.114461,160.4172458,46.78695667,54.9674425,56.25403771,26.55513,563.26,84307.54,78.69,2495,563.26,84307.54,78.69,0.12257964
15/9-F-1 C,24,215.4070785,108.1190952,160.5987669,46.79973083,54.80831167,51.65249875,26.38999625,564.26,84364.91,78.72,2496,564.26,84364.91,78.72,0.122429936
15/9-F-1 C,24,215.3324023,108.1240252,160.7817867,46.80368646,54.55061563,50.82098125,26.13235,565.09,84351.11,78.88,2497,565.09,84351.11,78.88,0.122490178
15/9-F-1 C,24,215.2114713,108.1290594,161.1006621,46.84702458,54.11080917,51.41844188,25.67625917,563.73,84183.26,79.55,2498,563.73,84183.26,79.55,0.123663102
15/9-F-1 C,24,215.1189088,108.13237,161.48407,46.85599229,53.63483875,54.23162875,25.20113875,563.46,83869.61,79.95,2499,563.46,83869.61,79.95,0.124259803
15/9-F-1 C,24,215.0673625,108.1343792,161.9729758,46.8647225,53.09438667,56.63623354,24.65926375,563.38,83853.8,80.3,2500,563.38,83853.8,80.3,0.124751429
15/9-F-1 C,24,215.0700571,108.13567,162.4067496,46.82456563,52.6633075,54.96642938,24.2335,522,77846.76,154.47,2501,522,77846.76,154.47,0.228347155
15/9-F-1 C,24,215.0470569,108.1386002,163.0229992,46.80372042,52.02405771,57.48501479,23.58609583,523.33,77885.2,247.1,2502,523.33,77885.2,247.1,0.320729982
15/9-F-1 C,24,215.135841,108.1401708,163.8890873,46.80707625,51.24675375,56.12291792,22.79834021,521.97,77858.58,247.09,2503,521.97,77858.58,247.09,0.321288326
15/9-F-1 C,24,215.1652331,108.1428621,164.2329213,46.79164125,50.93231188,57.48888792,22.47992979,490.49,73240.81,212.89,2504,490.49,73240.81,212.89,0.302667122
15/9-F-1 C,24,215.1877052,108.1444213,164.6958229,46.78772979,50.49188229,56.11941271,22.03750854,491.71,72894.63,253.18,2505,491.71,72894.63,253.18,0.339889111
15/9-F-1 C,24,215.4635763,108.1420423,165.9274171,46.85940979,49.53615917,56.63337875,21.08024167,488.44,72637.03,203.87,2506,488.44,72637.03,203.87,0.294477907
15/9-F-1 C,24,215.7590373,108.1342544,166.7431073,46.80047188,49.01593,57.20372042,20.53987521,481.59,71515.34,199.79,2507,481.59,71515.34,199.79,0.293213772
15/9-F-1 C,24,215.9768438,108.1205198,167.4117071,47.00265729,48.56513667,56.77503229,20.10156125,492.02,73095.92,215.32,2508,492.02,73095.92,215.32,0.304408064
15/9-F-1 C,24,215.0507608,108.1445692,166.188589,47.88535771,48.86217188,56.39544583,20.37987688,476.08,70443.1,246.8,2509,476.08,70443.1,246.8,0.341412129
15/9-F-1 C,24,214.8274467,108.14955,166.3419065,47.76055458,48.48554021,56.41817271,20.01626479,466.34,69327.14,243.78,2510,466.34,69327.14,243.78,0.343294091
15/9-F-1 C,24,214.7610579,108.1514154,166.5848258,47.71350396,48.17623208,55.02667833,19.70736875,463.64,68816.51,241.88,2511,463.64,68816.51,241.88,0.342839324
15/9-F-1 C,24,214.923279,108.1479556,167.4741823,47.69516729,47.44909667,58.93711104,19.00926646,459.37,68361.17,240.96,2512,459.37,68361.17,240.96,0.344066369
15/9-F-1 C,24,215.0345133,108.1472433,167.6386929,47.686235,47.39582042,58.30670688,18.92244583,458.09,68466.24,240.67,2513,458.09,68466.24,240.67,0.344424409
15/9-F-1 C,22.41666,216.0449183,108.0209423,168.8270776,43.93395229,47.2178407,55.5480999,18.53916949,290.87,44919.06,139.31,2514,311.4148138,48091.79601,149.1497841,0.323841183
15/9-F-1 C,24,215.1119158,108.142285,170.2997279,47.97656,44.81218792,56.69621563,16.28781875,487.33,72965.95,255.69,2515,487.33,72965.95,255.69,0.344122635
15/9-F-1 C,24,215.0621165,108.176229,168.7159685,47.70090958,46.34614792,58.75582167,17.86825,468.63,69274.03,242.24,2516,468.63,69274.03,242.24,0.340765541
15/9-F-1 C,24,215.2050423,108.1816979,169.0478454,47.71832854,46.15719688,58.98481396,17.68069,465.25,69890.63,239.87,2517,465.25,69890.63,239.87,0.340183231
15/9-F-1 C,24,215.378424,108.1822665,169.2810148,47.63336479,46.09740917,59.71915063,17.61439021,466.58,69742.96,232.45,2518,466.58,69742.96,232.45,0.332532223
15/9-F-1 C,24,215.5264675,108.1825929,169.7709465,47.65598479,45.75552104,59.46733521,17.26863479,464.22,69237.42,233.39,2519,464.22,69237.42,233.39,0.334556557
15/9-F-1 C,24,215.6135327,108.1832844,170.11225,47.60957958,45.50128271,60.03879375,17.04690667,458.9,68830.6,251.5,2520,458.9,68830.6,251.5,0.354025901
15/9-F-1 C,24,215.8441046,108.1827081,170.9572983,47.59103271,44.88680625,58.89143313,16.43713563,460.83,68637.71,260.12,2521,460.83,68637.71,260.12,0.36080172
15/9-F-1 C,24,216.0867133,108.1826402,171.4450138,47.60245354,44.64169958,59.25229625,16.19536458,457.95,68330.74,245.26,2522,457.95,68330.74,245.26,0.34877206
15/9-F-1 C,24,215.9657238,108.1912581,171.3674521,48.1316,44.59827167,56.66395188,16.15098521,481.51,71884.8,258.75,2523,481.51,71884.8,258.75,0.349539351
15/9-F-1 C,24,214.6262465,108.2327392,169.6360554,48.71676917,44.99019104,57.16494438,16.52160229,489.43,72278.48,243.17,2524,489.43,72278.48,243.17,0.331927382
15/9-F-1 C,24,215.0922169,108.2198133,171.8447892,48.71789313,43.24742771,58.95927479,14.72469458,375.93,56054.71,218.34,2525,375.93,56054.71,218.34,0.367408754
15/9-F-1 C,24,215.0268008,108.2208838,171.3555333,48.72132063,43.6712675,59.04387667,15.14958938,378.38,56399.27,218.27,2526,378.38,56399.27,218.27,0.365825861
15/9-F-1 C,24,215.1546158,108.2167,172.0156292,48.704525,43.13898667,58.06289688,14.60492125,379.41,56289.52,217.93,2527,379.41,56289.52,217.93,0.364834098
15/9-F-1 C,24,215.1299525,108.2166492,171.8788621,48.69856083,43.25109042,57.60846208,14.74359063,377.42,56568.78,212.92,2528,377.42,56568.78,212.92,0.36067351
15/9-F-1 C,24,212.8951027,108.2619658,168.8586642,49.53813771,44.03643854,56.58262104,15.51763875,417.98,61912.18,228.26,2529,417.98,61912.18,228.26,0.353212429
15/9-F-1 C,24,210.166694,108.3251533,166.7577892,49.63278125,43.40890479,63.58251188,14.91257,507.75,75078.33,262.22,2530,507.75,75078.33,262.22,0.340558723
15/9-F-1 C,24,209.8228619,108.3205077,167.2055606,49.59429396,42.61730125,62.68489354,14.10754479,469.73,69712.66,252.81,2531,469.73,69712.66,252.81,0.349890663
15/9-F-1 C,24,210.0938065,108.3071864,169.0430023,50.194875,41.05080417,60.70203188,12.53535938,521.26,77390.65,293.66,2532,521.26,77390.65,293.66,0.360354391
15/9-F-1 C,24,210.1840521,108.2970135,169.8186133,50.21089125,40.36543875,62.56045771,11.8383425,518.32,76994.95,297.2,2533,518.32,76994.95,297.2,0.364430057
15/9-F-1 C,24,210.5452198,108.2830631,170.3970715,49.94629542,40.14814833,58.13987979,11.60580563,493.37,73656.88,289.96,2534,493.37,73656.88,289.96,0.370163277
15/9-F-1 C,24,210.6309471,108.2809873,170.8584179,50.23922688,39.77252917,56.23088042,11.21898729,509.21,76002.49,303.18,2535,509.21,76002.49,303.18,0.37319514
15/9-F-1 C,24,213.4483048,108.1705002,176.0983252,49.43711271,37.34997957,50.72395542,8.751239158,351.8,52975.29,240.5,2536,351.8,52975.29,240.5,0.406044234
15/9-F-1 C,24,215.5055867,108.1384371,178.4115477,48.82824396,37.09403896,44.26746938,8.481566667,287.03,44830.19,240.33,2537,287.03,44830.19,240.33,0.455722846
15/9-F-1 C,24,215.894991,108.1593563,178.0034325,48.57821125,37.89155854,50.89007917,9.290505625,278.58,44300.38,235.04,2538,278.58,44300.38,235.04,0.457614579
15/9-F-1 C,24,215.8551071,108.1886619,177.0226567,48.49823604,38.83245042,56.83090771,10.25438896,297.19,47071.12,248.98,2539,297.19,47071.12,248.98,0.45586539
15/9-F-1 C,24,215.776775,108.2037215,176.2334163,48.47180438,39.54335875,57.32905063,10.97817417,297.33,46462.15,247.88,2540,297.33,46462.15,247.88,0.454650502
15/9-F-1 C,24,216.0017913,108.2023842,176.6353613,48.47927458,39.36643,52.84613396,10.79576646,296.2,44219.4,246.54,2541,296.2,44219.4,246.54,0.454250654
15/9-F-1 C,24,216.0160852,108.2105898,176.1774563,48.47285604,39.83862896,53.75782813,11.25882875,296.12,44243.43,247.16,2542,296.12,44243.43,247.16,0.454940362
15/9-F-1 C,24,216.0816592,108.2150404,176.0804035,48.44686104,40.00125563,57.06408604,11.42737125,293.35,44083.13,246.91,2543,293.35,44083.13,246.91,0.457020694
15/9-F-1 C,19.16667,248.0242617,106.9531322,205.8343978,40.66990729,42.18986392,46.48999863,13.35192774,103.77,16925.68,74.34,2559,129.9380644,21193.89127,93.08659251,0.417382516
15/9-F-1 C,24,237.287099,107.3699542,208.799731,61.08915979,28.48736792,53.78346229,2.371129375,290.3,46375.59,537.45,2560,290.3,46375.59,537.45,0.649290245
15/9-F-1 C,24,223.51004,108.4900556,184.5897154,53.05112479,38.92032458,66.29179313,10.30810563,427.63,69487.31,343.53,2561,427.63,69487.31,343.53,0.445471757
15/9-F-1 C,24,225.2512102,108.4431588,181.5875013,49.88744208,43.66370896,64.88764104,15.08354958,422.69,68818.15,341.93,2562,422.69,68818.15,341.93,0.447189454
15/9-F-1 C,24,225.938426,108.4275504,181.0016744,49.63412854,44.93675167,60.68587271,16.36774583,412.14,67226.27,336.66,2563,412.14,67226.27,336.66,0.449599359
15/9-F-1 C,24,224.9290885,108.4345026,179.5804315,49.46682813,45.34865708,62.90997563,16.79104229,410.96,66847.2,336.99,2564,410.96,66847.2,336.99,0.450551507
15/9-F-1 C,24,224.6761821,108.4075596,179.1367367,49.47163729,45.53944542,61.99288875,16.99311625,409.11,66355.28,333.87,2565,409.11,66355.28,333.87,0.449366066
15/9-F-1 C,24,224.6543329,108.3879415,179.216026,48.697325,45.43830688,62.49474021,16.89766167,389.68,63293.2,315.24,2566,389.68,63293.2,315.24,0.447199682
15/9-F-1 C,24,225.9611525,108.3388904,180.8984869,48.65349167,45.06266563,57.54266063,16.51569646,380.29,60994.93,327.07,2567,380.29,60994.93,327.07,0.462381249
15/9-F-1 C,24,225.6094165,108.328856,180.7273783,48.61656083,44.88203813,56.71266479,16.34196813,391.22,57081.97,324.73,2568,391.22,57081.97,324.73,0.453565193
15/9-F-1 C,24,225.2996781,108.3195229,180.7977977,48.64684104,44.50188042,58.73059188,15.95854792,391.65,57123.13,328.6,2569,391.65,57123.13,328.6,0.456230476
15/9-F-1 C,24,225.14861,108.3153665,181.1915454,48.62197604,43.95706458,60.81714104,15.41355625,384.47,56615.33,322.53,2570,384.47,56615.33,322.53,0.456195191
15/9-F-1 C,24,224.9428294,108.3082308,181.2960385,48.62278125,43.64679083,59.24474208,15.09322042,342.35,50991.05,291.45,2571,342.35,50991.05,291.45,0.459845377
15/9-F-1 C,24,224.80511,108.3012396,181.5132871,48.6273175,43.29182292,58.16917938,14.62445271,338.88,50946.9,291.36,2572,338.88,50946.9,291.36,0.462300076
15/9-F-1 C,24,224.6249177,108.2975004,181.7141523,48.64232,42.91076542,58.46444771,14.3231175,344.5,51928.13,297.38,2573,344.5,51928.13,297.38,0.46329532
15/9-F-1 C,24,224.54902,108.2903538,181.9720948,48.64470313,42.57692521,58.85833708,14.00561354,333.55,49757.91,304.7,2574,333.55,49757.91,304.7,0.477399138
15/9-F-1 C,24,224.558906,108.2824989,182.3016421,48.6,42.25726383,59.27299638,13.68509851,329.6,49601.74,302.29,2575,329.6,49601.74,302.29,0.478390226
15/9-F-1 C,24,221.8634673,108.3312098,179.4874419,49.14886479,42.37602542,60.52504667,13.81158708,358.2,53618.2,320.36,2576,358.2,53618.2,320.36,0.472117425
15/9-F-1 C,24,219.5545379,108.3911666,177.6690138,49.4,41.88552417,61.65104125,13.33686289,377.72,56786.58,332.75,2577,377.72,56786.58,332.75,0.468351936
15/9-F-1 C,24,219.8883566,108.3619049,178.4524728,49.3,41.43588383,61.07691128,12.88031277,356.65,53587.32,331.96,2578,356.65,53587.32,331.96,0.482072581
15/9-F-1 C,24,219.7153696,108.3536165,178.64348,49.18709417,41.07188958,58.68430625,12.50454833,354.31,53315.98,327.97,2579,354.31,53315.98,327.97,0.480697075
15/9-F-1 C,24,219.8330213,108.3457406,179.3762331,49.16309938,40.45678813,58.96465583,11.87936479,338.53,51384.99,318.34,2580,338.53,51384.99,318.34,0.484631662
15/9-F-1 C,24,220.0088142,108.3350542,179.9979225,49.12950271,40.01089167,55.70495438,11.42070729,324.9,49352.26,323.5,2581,324.9,49352.26,323.5,0.498920419
15/9-F-1 C,24,219.9670583,108.3305869,180.1937965,49.13849188,39.77326188,54.60610021,11.18613104,324.95,49388.31,321.98,2582,324.95,49388.31,321.98,0.497704543
15/9-F-1 C,24,219.8968129,108.3274308,180.2287773,49.13246813,39.66803563,53.28342313,11.08779104,322.07,49245.8,322.83,2583,322.07,49245.8,322.83,0.500589239
15/9-F-1 C,23.09167,220.0423807,108.3209746,180.6680864,49.01399604,39.37429439,53.80521403,10.84628953,308.31,47050.78,307.78,2584,320.4376297,48901.56147,319.8867817,0.499569868
15/9-F-1 C,24,226.0324788,107.4805164,217.9567858,53.67234583,8.07569303,52.41251818,2.636929043,55.2,8962.05,142.03,2587,55.2,8962.05,142.03,0.720123713
15/9-F-1 C,24,211.8729531,108.5021779,180.9787796,58.42784167,30.89417354,58.72326042,4.507812083,199.07,31730.64,308.22,2588,199.07,31730.64,308.22,0.607581462
15/9-F-1 C,24,221.1348921,108.4038513,186.1358956,51.87470146,34.99899646,51.46098083,5.624685625,275.22,43000.78,454.65,2589,275.22,43000.78,454.65,0.62291915
15/9-F-1 C,24,219.880265,108.4315735,183.1685896,50.89765583,36.71167542,57.5794,8.099011042,287.64,44101.37,459.8,2590,287.64,44101.37,459.8,0.615166435
15/9-F-1 C,24,219.4743621,108.4377983,181.8507754,50.54632396,37.62358667,57.28001646,8.980132083,323.18,49500.61,352.61,2591,323.18,49500.61,352.61,0.521774516
15/9-F-1 C,24,220.9016585,108.3987625,183.041309,50.20831771,37.86034958,57.76467313,9.253898542,315.32,48232.88,344.36,2592,315.32,48232.88,344.36,0.522010672
15/9-F-1 C,24,220.6534985,108.4024133,182.43708,50.43001521,38.21641854,55.11826375,9.604592917,322.31,48180.54,335.27,2593,322.31,48180.54,335.27,0.509854314
15/9-F-1 C,24,220.6688252,108.3961846,182.385211,50.49317979,38.28361417,53.30245854,9.666686875,320.34,49975.21,345.3,2594,320.34,49975.21,345.3,0.518748873
15/9-F-1 C,24,220.467486,108.3958506,182.1385592,50.45315063,38.32892688,53.200375,9.703415833,325.92,50479.21,343.83,2595,325.92,50479.21,343.83,0.513370661
15/9-F-1 C,24,220.1777317,108.3936866,181.7982692,50.40970021,38.3794625,53.76637979,9.76957,329.2,50894.03,327.28,2596,329.2,50894.03,327.28,0.498537655
15/9-F-1 C,24,220.1562565,108.3884246,181.931291,50.3959,38.22496542,52.71461229,9.624984375,325.01,50157.65,326.37,2597,325.01,50157.65,326.37,0.501043937
15/9-F-1 C,24,220.1454344,108.3822504,182.0669115,50.37767896,38.07852292,56.23205833,9.478541042,323.37,49865.05,325.88,2598,323.37,49865.05,325.88,0.501933
15/9-F-1 C,24,220.3251869,108.373439,182.5123131,50.36086604,37.81287375,60.76198042,9.214866458,320.68,49604,335.92,2599,320.68,49604,335.92,0.511605239
